[mean success],blue_jet_speed,red_jet_speed,blue_jet_sensor_range,red_jet_sensor_range,blue_AEW&C_speed,red_AEW&C_speed,blue_AEW&C_sensor_range,red_AEW&C_sensor_range,blue_GBAD_speed,red_GBAD_speed,blue_GBAD_sensor_range,red_GBAD_sensor_range,blue_GBAD_weapon_range,red_GBAD_weapon_range,blue_AWD_speed,red_AWD_speed,blue_AWD_sensor_range,red_AWD_sensor_range,blue_AWD_weapon_range,red_AWD_weapon_range,blue_subs_speed,red_subs_speed,blue_subs_sensor_range,red_subs_sensor_range,blue_subs_weapons_range,red_subs_weapons_range,AIM120-PK,AIM120-Range,AIM9-PK,AIM9-Range,AGM88-PK,AGM88-Range,AWD-PK,GBAD-PK
0,1439.290718,1937.707504,169.28777,135.6461083,377.904058,1241.755477,385.4590185,566.3701189,9.829334868,12.60531021,94.45561788,108.0973677,143.9548986,198.4333032,37.45726417,52.34482991,252.8270687,110.1684415,236.4476484,98.66727428,42.58494536,32.38665107,166.4223877,137.2807831,70.98644744,101.3944558,0.98,131.9524626,0.487755407,32.5305259,1,120.0084421,0.5,0.5
0,1499.626448,1381.145821,95.72068772,75.55895325,224.7000114,1472.852679,231.4702088,242.8886322,39.92459239,20.69166941,65.13879305,99.01647161,191.7628133,94.17731069,40.23984102,49.80084487,135.7349112,165.6347323,130.5704509,179.1859759,37.89312423,42.01232502,86.60166233,92.38173516,212.7517198,88.71256564,0.850913705,129.6584853,0.98,26.17455463,0.745003972,134.3072365,1,0.687764474
0,1348.236062,2351.163516,53.21120533,85.50557567,1129.366357,418.0145017,577.8130536,242.6850219,27.60565113,24.10081058,73.85813008,114.9730132,185.1650648,195.5769151,50.08405483,30.99769355,179.2709218,247.9559388,113.1417099,223.1261923,39.4867175,26.23415872,232.4537902,157.9625646,137.0340331,77.39531651,0.48,119.702443,0.98,34.11573897,0.5,91.51238595,0.73942002,1
0,2040.268182,1318.305146,126.0147675,123.9831985,1479.654498,584.0591181,219.4372686,348.1835829,15.45429329,4.623145221,160.9783253,82.64318065,190.6462277,186.8238894,43.63310145,45.47322828,287.1297859,171.2211958,99.40749747,115.0784354,30.01964548,37.01913161,115.4958764,253.1927871,169.274905,235.1736211,0.599804308,106.5111676,0.656183555,19.67359538,0.777425112,110.9661247,0.939989919,1
0,2451.88163,1448.974396,97.72709312,61.07688656,280.6540417,889.8924729,520.1503886,587.1458193,18.41864407,4.831136028,134.828535,58.36769165,219.4794754,205.0755047,44.4968615,31.20143896,196.6629877,135.9602279,139.536118,213.454602,29.72571349,30.0589989,176.9056137,159.5492816,116.853824,172.531318,0.781514957,101.2157166,0.774238064,22.59188753,1,90.32851461,0.527843331,0.5
0,2276.87912,2687.36805,78.15400533,86.99340261,564.3978674,215.0508699,276.0689171,523.6869011,6.985713851,42.83139054,131.9999242,147.3285217,193.3450184,129.0608314,41.58106706,50.98482824,124.4451433,99.19759099,133.4528697,154.6917012,46.828683,40.57078899,128.8190543,252.4199361,242.5686397,141.7776852,0.487075448,126.7876204,0.98,22.50717606,1,90.27361218,0.5,1
0.25,1430.318684,2574.768966,172.8907682,45.52506769,905.5945418,468.9648915,420.4022967,156.2122097,21.94222504,25.27541308,130.9617235,95.89183972,158.4007683,100.3335779,46.93559217,36.50479372,246.18293,215.5578831,97.05530115,123.0193459,32.91127954,48.76071399,85.78338426,165.236923,242.8204653,107.0679973,0.48,137.8445037,0.586243819,26.89828677,0.65629139,115.6110938,0.5,1
0,2358.168761,2125.771225,87.15349521,154.4752371,546.3549067,1502.509119,339.7847423,429.6377346,29.89114908,22.79585645,103.1086974,72.2791928,135.6829222,203.4583382,52.20869943,33.22231136,86.79395512,110.2078492,194.419174,222.6389454,37.00369572,38.57382288,98.0695686,157.3073271,255.0667418,192.8967803,0.48,101.9584479,0.72036354,19.51506532,0.804253621,93.76405699,0.526232446,0.5
0.44,2109.779755,1834.802381,93.0611748,55.96038475,1057.435298,1343.013967,246.2783243,183.7433736,12.29916574,36.73613293,72.9206926,53.36522096,175.4053726,163.4162573,40.96178317,36.26795678,215.2530498,142.0861548,137.1089451,209.5266736,47.01932567,34.605337,70.38900087,100.776185,156.0108116,71.20555223,0.610202374,102.6864232,0.714707613,33.05687642,0.851348332,126.1202259,0.67861424,1
0,2607.696605,2580.039971,155.1350357,127.2683919,1265.085477,570.184738,355.9061475,422.9962312,2.860454199,3.615203232,193.3189001,68.61271686,109.9331966,161.2604871,53.1396391,43.89630925,284.1000986,122.5467805,173.2661438,197.1786752,31.77192364,37.58634868,133.0567369,251.2330354,166.1706013,125.0703638,0.65079671,118.5701891,0.561019206,30.57268546,0.664191475,80.5170012,0.629364894,1
0.02,1767.736573,1447.817179,106.9772225,54.94733757,1081.443721,303.6466421,569.1675322,262.1132085,40.75333741,22.40838407,54.01328978,190.1768355,217.014283,87.62401986,43.63110256,50.35777484,234.5580285,111.0899161,190.3978007,205.1327401,25.29138793,42.91640096,191.1211336,109.1262504,131.2713981,138.6533573,0.895265415,107.3966001,0.48,28.37420564,0.5,101.296759,0.5,0.87319098
0,2198.789625,2490.463462,43.87652668,128.6283647,1344.38001,1204.093624,484.8052514,374.9695403,29.78000062,26.1688015,132.300768,175.6357132,181.8079928,143.304699,41.92085319,41.41488093,173.8000563,206.3976246,195.7780348,216.7370212,29.32358415,28.19576574,180.2273439,190.0595018,103.2779407,69.63297595,0.98,102.8930471,0.961946441,31.83190252,0.5,77.78571931,0.635863442,0.81166764
0,2515.859411,1283.585861,159.7171658,172.9270064,1000.956463,388.7125561,188.7094478,446.0817293,14.87834815,44.96676521,129.7891384,175.7331587,175.7204181,211.3171003,35.96963031,51.02893354,59.33937948,154.685869,171.3703434,235.0524332,48.02704767,48.29921381,177.7743457,217.7975492,132.6521748,185.5904577,0.98,96.09721234,0.874522593,27.12004851,1,79.49455675,0.535494465,0.570994
0,2489.257242,2450.186596,56.88063935,114.2495144,133.908272,320.8684161,494.7228009,590.1378701,12.67403281,23.13767413,116.0562026,65.90886175,123.2199559,83.34641802,49.17532685,45.04454709,176.5247009,186.4436471,199.7344562,238.0912876,31.4124111,53.3275564,221.3195544,182.292248,106.3085985,226.7484196,0.589409305,83.7092467,0.98,35.1207735,1,112.0962835,0.684324678,0.800048918
0,2422.585368,2019.258255,115.3234406,45.94932664,157.4676017,1583.967783,344.5335049,615.6741904,35.43532121,23.84995657,119.1167396,110.8313639,81.47584867,84.25279594,35.52980376,58.02200222,80.58943715,149.9969657,205.9451202,126.9606435,45.14885131,32.65961726,263.6993805,149.9646852,78.25619358,120.3213764,0.48,126.4658112,0.946023642,34.80464468,0.5,101.6760161,0.809619547,0.786821885
1,2184.913376,1960.440026,154.7621265,112.9004857,688.2799603,1101.6884,322.1955832,524.426799,21.68749455,11.09811926,121.1237142,180.0546997,198.3292304,101.6308965,39.08178588,33.09661296,58.58934522,256.9860815,136.275429,103.589552,26.37371276,49.57348105,194.1058486,75.96060874,161.1126108,129.7295007,0.98,130.072156,0.885171719,30.40527445,0.704298301,134.172928,0.858939321,0.5
1,2710.948338,1461.165664,96.02862748,43.87126797,1361.587512,131.713169,532.7761265,421.2088299,8.779368861,21.05947807,142.2765218,139.8985307,88.55955921,130.4670991,44.58891546,41.94490376,181.1308606,83.2832097,125.6430141,244.9554967,36.22987574,47.49848345,200.9603006,189.5655732,238.5459421,233.5848001,0.782214351,78.44666046,0.48,29.65061581,1,89.93533298,0.75317746,1
0,2277.251827,1990.983486,127.4432009,137.4260062,177.4386369,638.8831766,206.5795468,464.2616054,48.70784049,29.47369413,69.19490785,129.8897478,211.6979009,107.3512679,50.85515055,40.13862032,169.3193123,150.0546662,197.7341379,159.3630402,37.39053048,34.25576669,117.557203,213.6551506,180.8076449,179.0495777,0.536722134,90.30142844,0.98,32.3999061,0.584886336,125.9536699,1,0.676802361
0,2016.110626,1903.917363,132.9512608,144.7862208,1226.29342,1565.033746,240.4440225,234.7431106,31.3126531,32.99519916,138.8767323,79.2859363,135.5658519,186.4139792,43.36759578,49.28938753,230.3267191,218.3725245,231.0358442,162.1294635,32.184957,39.35485097,79.37678147,181.2621679,216.9477149,225.3284931,0.723640967,81.53153487,0.48,24.51238362,1,91.41051695,0.5,0.888772135
0,1604.510594,1532.263711,176.5326009,135.8268469,314.7608533,1065.902101,230.2277195,377.2731435,43.13859352,2.554152249,121.3343497,172.6486532,176.469827,210.1465201,50.62093403,51.28794503,101.1131686,79.57958517,104.1478187,103.4825045,34.98366744,37.74758257,141.2928381,87.0636896,195.2566781,241.7842427,0.830716933,108.3836092,0.48,25.03490131,0.796437606,129.6086243,1,0.733576548
0,1783.610623,1906.793394,123.7476405,37.21915376,908.0173461,1097.729363,449.7156755,508.1489471,36.06197415,25.60696919,52.36703245,59.17644596,175.4075021,194.5905696,37.25688806,47.17175416,126.5768601,104.6454511,241.0638021,115.1105409,49.85078744,28.04400772,122.8261814,162.1516833,134.7302066,264.0148552,0.48,101.6109211,0.98,19.94603333,1,97.22323287,1,0.579054082
0,2570.168757,1316.75046,142.9390397,113.7823395,733.850896,1500.574184,594.8606801,468.3337195,0.22399004,43.84446069,133.4537994,170.4612318,203.4588626,132.3639235,45.10369952,59.32409086,260.5379862,300.8325322,187.2483604,245.7591035,24.36414611,24.15334468,223.6694614,137.7273456,257.8686722,70.17352945,0.629203909,84.04263406,0.678917629,35.56253266,0.906435899,67.83408535,1,0.5
0,2274.384813,1650.790727,116.6799081,66.44277657,813.5584546,481.6762458,515.1005584,476.7553374,7.946638067,19.62634259,188.7575128,130.7867572,73.57859947,71.03251638,59.81009013,42.87327374,78.02814668,160.2209741,167.4198867,155.8553245,48.00476083,48.49002114,96.93983179,225.6568946,162.4002894,160.8792779,0.48,118.7003949,0.48,20.0251381,0.820506842,86.42544774,0.570031999,0.5
0,1816.84609,1756.905207,58.10258919,97.67709668,247.3947428,1306.761683,565.7220074,204.1121796,48.35219531,0.107165299,75.35094505,58.95582197,147.5185755,148.0278544,39.06461975,59.21268109,148.6851258,165.9534501,175.6372231,190.9731502,50.67867755,31.09335331,116.7966091,153.6498731,74.28432824,128.8194272,0.98,84.95770251,0.48,19.59187006,1,94.83263715,0.81328297,0.567404724
0,1693.498467,1837.479494,125.380982,33.30491788,479.1820264,1013.357059,626.4192426,355.2286632,17.88538703,16.3797762,157.571688,110.8597449,219.4432279,208.4943541,42.17347523,51.95989054,131.2834568,255.1506802,232.664315,124.8827014,34.25348194,36.48344067,152.0621095,98.24555821,158.3425471,172.6554775,0.48,87.30342776,0.908923317,26.55894916,0.5,86.68275279,0.824086179,0.88487374
0,1656.608165,1860.140792,56.07140585,88.61217659,361.2456557,787.3374662,242.5601535,582.9887045,30.64746976,16.57172997,151.0159563,192.5157915,153.7879348,181.1188342,49.01785608,38.05597368,111.8383321,261.2583899,211.1977978,225.4376814,42.39913551,51.27683531,133.3076502,247.3800619,147.3209406,146.8249002,0.98,117.2528021,0.98,31.16815845,0.715495071,110.9966363,0.795913617,0.672329835
0,2534.790432,1727.537645,141.3224752,54.95591261,1571.733275,1393.968376,549.3232875,331.4149933,26.89362112,11.82006366,114.5358297,139.4747511,94.44827971,103.4594866,34.10669231,49.59352375,212.1699806,261.7530751,107.5725333,239.3484484,50.75291772,47.59581028,227.8533898,195.7927041,91.98617729,240.7322401,0.927941978,88.44860017,0.48,34.94021609,0.592828916,134.0643384,0.5,1
0,1784.265766,1790.65892,81.16360115,113.3663582,830.476221,1111.727805,279.2649331,614.356605,16.14460642,22.24929288,186.072912,185.0010984,184.5991764,103.8011166,42.04113821,31.94854835,181.5995928,93.05555962,126.4245457,162.3943518,32.81590338,38.25048095,136.6733102,174.6013717,102.2675716,183.2860847,0.517475758,97.77302523,0.48,31.9270348,0.575139988,128.6327894,0.879180414,1
0,2118.041287,1982.243596,108.7576241,120.3568999,1265.577856,1453.262059,348.2356927,283.072417,48.64621021,48.99306274,135.5253748,164.3916265,219.0344623,131.3994629,37.75861621,43.93261918,213.9965312,211.391442,117.5282938,147.4103213,42.72288767,46.50835584,128.8005276,186.2971656,135.3287738,207.8983879,0.98,107.8262839,0.807190127,32.74573612,0.877989282,87.61378724,0.951736938,1
0,1835.347237,2499.145513,97.61484433,144.9004219,209.2722443,196.5771936,386.1131845,174.6680447,27.07460263,47.00408914,107.3388928,142.1870789,132.8610658,155.5239618,48.40471607,35.95036392,142.1901673,264.3257481,149.5463113,169.7651506,43.62162954,39.0852523,160.4954586,156.3094747,171.5521213,119.2691375,0.48,98.35360755,0.751113797,33.20188936,0.5,105.0142629,0.5,0.883178202
0,1599.059628,1850.371579,61.15756669,142.1519456,850.1336497,221.6485456,628.4892087,465.4699967,38.78033634,3.469372584,128.7243863,192.3172465,101.3197587,123.2515014,35.16259713,54.95815989,186.4961619,52.94281074,187.3173593,176.0773931,46.78630439,40.12153878,198.8304099,229.3349074,175.3113141,110.6690934,0.825265111,94.11252647,0.542285312,32.31774887,0.850740662,80.81059317,0.531996397,1
0,2083.856555,1378.109395,125.1863379,146.8784951,248.1832556,933.0712569,567.2098635,225.6615241,32.40125278,41.8598488,52.31359843,176.9866778,204.1795792,126.9371351,49.67153333,54.4283562,244.3424184,219.947248,202.5586832,97.81351608,36.08546785,46.60582475,110.0515308,171.4741499,127.9746137,222.7016908,0.628445588,77.97176048,0.839068611,34.7628898,1,76.31667437,0.650912181,1
0,2084.110327,2206.815259,155.8227832,116.9577721,1526.85373,1215.909352,435.2219145,534.567123,7.318236091,40.4435304,155.2675244,162.3081321,81.72679625,120.6099297,46.4061791,58.04510769,214.9693191,142.5660018,149.027517,218.9304785,33.6665136,41.51648323,181.5323806,234.1878945,114.3195268,69.49884448,0.868654167,109.2388418,0.557537404,30.31989175,0.732715832,90.00802441,0.625658203,0.5
0,1614.467004,2404.435824,69.16172049,126.5773465,264.6015668,198.4954192,399.2261414,500.4806014,16.43336407,20.00824693,190.7050414,188.9236976,87.82979117,215.5692692,34.39734486,58.53775583,259.4512881,180.4859281,112.2926234,196.1599016,41.34937526,33.86930799,255.8884518,91.06896328,218.3506716,135.6196489,0.48,84.23682766,0.859903123,23.8610592,0.847038017,96.3893085,0.721478938,0.644226986
0,1349.262007,1756.790888,49.61587462,169.4782786,898.9991838,209.4514442,375.3916286,227.9326801,9.89384312,49.34001546,97.3167918,64.079813,129.001299,209.0705403,39.24371593,46.15898445,139.6439243,225.9537183,221.8279456,188.528456,28.71937436,51.40524488,234.0967778,264.1864216,114.5637788,225.896435,0.98,76.40288881,0.746515806,22.94827266,0.571767297,101.2039591,1,1
0,1453.754033,1524.506172,37.33909879,58.03738705,1019.80761,1295.900341,620.0436443,197.0489225,0.321243965,28.06397207,167.086572,90.11885575,148.5182009,143.9089041,49.86146985,57.96878822,58.5571852,289.3646401,245.5195694,155.9384095,37.38963415,29.09488469,94.6955395,116.0257122,71.19402884,107.6192074,0.48,88.60621078,0.98,27.49216103,0.586031135,123.0106158,0.870901026,0.848286544
0,2369.596558,2501.139652,141.8707523,95.00951738,342.7053001,849.6581399,439.4529473,411.2564648,26.33836402,33.94602644,156.6070686,191.940532,78.86173354,219.1749077,55.08828369,58.68351251,110.7003704,187.6884856,197.2997172,114.5318074,25.46155015,29.63461001,247.6514438,169.5058795,143.2057021,252.4087353,0.98,127.9099446,0.54680885,22.28057132,0.589871144,87.27301084,0.527776397,0.821775905
0,1858.747655,2281.010002,78.62666938,90.51773604,810.5672706,1218.895546,353.5201373,618.4818728,15.73331158,16.01352963,145.6885749,72.24546547,78.80615898,173.1961914,33.93491843,38.92132885,79.69679228,137.548073,193.0672545,241.7728495,48.73798114,32.21028227,215.1652649,180.9749276,71.70546201,122.5131413,0.703400873,117.5321047,0.48,19.78488241,1,107.7800758,0.546197162,0.599549817
0,1622.774254,2045.351688,143.5922452,61.52931213,1192.527049,179.1405367,532.5222656,636.7050399,18.51142991,35.90337064,111.6516448,138.1332164,74.05614948,161.581372,45.0876903,51.8164434,275.1086397,77.02565071,163.2579456,107.2867611,42.56247443,26.88016657,182.5053684,155.4783785,153.9277898,168.8171534,0.92044061,105.7137364,0.933427696,35.301677,0.5,127.1273428,1,0.981087658
0,1711.430083,2435.617578,39.07532601,127.310083,197.3592972,884.1422151,213.0196748,309.1001465,15.29635679,37.73133979,192.8488153,70.26441007,152.2837877,198.2985335,51.16283731,38.25506023,232.7324542,148.1844909,220.8427581,221.3103937,24.95345903,28.72126012,247.5097431,215.9771778,100.8165349,128.6015634,0.852060843,106.9161192,0.768724318,35.80283146,0.5,90.48568442,0.937189357,0.5
0,2160.488416,1622.385023,84.13640542,104.6499855,616.4837439,1583.342133,571.4902389,243.9930749,32.78348615,20.01040063,72.98926796,64.30743447,94.68152546,71.83126778,59.58798013,50.90303862,207.6068718,182.9050454,218.1324713,97.20377311,44.54820074,24,75.28583757,195.5914225,154.9581681,182.2388209,0.758547663,104.5889357,0.48,31.53233742,0.781987012,110.1420255,0.787910285,0.984399699
0,2021.636326,2391.305365,137.3667874,85.15069757,610.2097972,989.8132846,241.3491899,590.2256577,26.23541703,38.17935748,123.6692713,155.214096,178.1424955,135.2108971,36.12664236,52.83678563,148.5104705,253.6580561,221.3588674,214.8249734,42.23078662,40.03789541,137.3092851,240.9982407,133.0053231,212.2705533,0.786501499,120.8987786,0.792229309,28.92041159,0.600877648,99.52718198,1,1
0,2484.324262,2605.065178,82.11053559,99.23206733,917.7982324,1145.331973,210.6516067,305.8264002,19.16112715,21.83955877,122.2372142,160.0441426,111.0305163,86.66949294,52.67697016,46.73067589,74.90381909,190.7501448,207.5762711,102.9774246,27.36772359,31.61557055,196.3414126,152.8228092,137.0429989,255.2156848,0.562230631,82.99858764,0.495784511,33.95480393,0.948160361,140.2098688,0.800439776,0.585157601
0,1328.013946,2372.278641,134.4825161,164.6803666,897.6606991,1346.394674,625.9877217,586.8576707,17.94060932,26.72686441,148.237338,167.8185566,210.704691,181.5436242,51.4154453,49.23169697,146.9497404,177.224833,213.0743429,204.8617514,48.58335974,49.75394533,150.0548526,189.6674097,135.4476076,118.8514298,0.98,85.51268695,0.541299688,19.69700618,1,134.4804469,0.528470297,1
0,1360.554455,1529.886521,93.29468796,170.0117201,231.3509029,982.2053809,602.5524822,162.4437687,9.164460777,15.78385604,98.9735728,135.2134492,114.268808,193.6450852,54.72904119,39.44013739,84.89526424,253.1320058,236.9512668,222.1393889,40.54766392,47.09998928,204.4846628,85.53160767,265.0410395,235.4722503,0.96153737,108.7922334,0.572281674,29.51063635,0.845209362,94.83248767,0.5,1
0,2106.165254,2696.396158,140.7984965,57.50133924,1540.753048,194.8489676,500.44876,638.5603873,20.91217894,31.47331814,99.81531054,120.282771,111.0532693,103.0828395,42.6634162,52.69394005,122.9239446,275.7193761,168.5337569,236.6368618,28.45063258,24.2466349,160.5007517,159.1536207,195.2395382,104.6611007,0.527241795,99.32508643,0.571979927,33.33926465,0.600053707,135.7189783,1,0.756148555
0,2542.964865,2410.448308,83.69414179,138.1690663,755.3292562,1135.292714,239.9427846,544.5715968,38.26588866,13.85311787,60.7749221,145.7517468,131.8904274,94.99406092,35.28431505,33.20308121,260.9722488,201.3853626,125.7009581,160.2906232,52.06871877,48.99992755,170.0746356,148.5972287,132.06493,86.2491846,0.81871354,102.0596355,0.48,24.40362736,0.5,124.508318,1,0.949362118
0,2046.398826,1928.886868,129.7760573,120.9260798,1119.990241,394.794971,539.786127,593.5325156,14.0246165,31.38586142,100.5421407,157.974243,127.2955486,194.1311799,36.31083589,45.5942451,106.7960913,258.3812282,147.1229531,216.1769718,30.64334272,47.90141163,113.6085819,260.8659489,120.6076374,236.0554258,0.98,109.3498002,0.49800693,25.3760276,0.5,84.91261746,0.647653683,1
